tripletid,file_X,onset_X,offset_X,phoneitem_id_X,phone1_X,phone3_X,speaker_X,sex_X,dialect_X,phone_X,distance_OTH,dialect_OTH,file_OTH,offset_OTH,onset_OTH,phone1_OTH,phone3_OTH,phoneitem_id_OTH,sex_OTH,speaker_OTH,phone_OTH,distance_TGT,dialect_TGT,file_TGT,offset_TGT,onset_TGT,phone1_TGT,phone3_TGT,phoneitem_id_TGT,sex_TGT,speaker_TGT,phone_TGT
t00000013296,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MRXB0/SX325.riff,0.5525,0.945,i159023,m,n,MRXB0,M,DR6,uw,0.421501149975228,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,2.6579,2.4275,m,n,i97014,F,FLMA0,ae,0.318822476905172,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,0.9974,0.7533,m,n,i96988,F,FLMA0,uw
t00000052670,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX441.riff,0.8688,1.1075,i69270,r,pcl,MPRD0,M,DR3,uw,0.431443487452897,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRCG0/SX438.riff,1.9679,1.7311,r,pcl,i173541,M,MRCG0,ae,0.417317625361149,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRCG0/SX438.riff,3.7441,3.5421,r,pcl,i173563,M,MRCG0,uw
t00000013294,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MCEF0/SX325.riff,0.5232,0.8475,i79275,m,n,MCEF0,M,DR3,uw,0.536970130570043,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,2.6579,2.4275,m,n,i97014,F,FLMA0,ae,0.375296694121165,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,0.9974,0.7533,m,n,i96988,F,FLMA0,uw
t00000013293,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/FREH0/SX325.riff,0.3775,0.6575,i142809,m,n,FREH0,F,DR7,uw,0.446282739267592,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,2.6579,2.4275,m,n,i97014,F,FLMA0,ae,0.402941931796746,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,0.9974,0.7533,m,n,i96988,F,FLMA0,uw
t00000013295,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MJMA0/SX325.riff,0.4595,0.7885,i95022,m,n,MJMA0,M,DR2,uw,0.505774462792696,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,2.6579,2.4275,m,n,i97014,F,FLMA0,ae,0.410055164347356,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,0.9974,0.7533,m,n,i96988,F,FLMA0,uw
t00000013297,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MSMR0/SX325.riff,0.436,0.7444,i165316,m,n,MSMR0,M,DR6,uw,0.455965009766584,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,2.6579,2.4275,m,n,i97014,F,FLMA0,ae,0.365222334360132,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SI1873.riff,0.9974,0.7533,m,n,i96988,F,FLMA0,uw
t00000014247,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SX399.riff,0.3498,0.76,i176649,s,m,MRSO0,M,DR1,uw,0.318060578786333,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MKCL0/SI461.riff,1.2297,0.9762,s,m,i3252,M,MKCL0,ah,0.362817221831363,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MKCL0/SI1091.riff,2.0313,1.81,s,m,i3396,M,MKCL0,uw
t00000008306,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/MGWT0/SI2169.riff,4.8172,5.1581,i19434,r,m,MGWT0,M,DR2,uw,0.321324409742474,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MRPP0/SX104.riff,1.3825,1.2402,r,m,i32054,M,MRPP0,ah,0.365698990169543,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MRPP0/SI554.riff,4.1025,3.7222,r,m,i31939,M,MRPP0,uw
t00000011709,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MLIH0/SA1.riff,0.985,1.2793,i31429,s,q,MLIH0,M,DR5,uw,0.485437239703947,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/FEXM0/SX111.riff,0.7806,0.4542,s,q,i124024,F,FEXM0,ah,0.354335151295722,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/FEXM0/SA1.riff,2.2089,1.6892,s,q,i123967,F,FEXM0,uw
t00000008314,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/MPGL0/SI1729.riff,1.6292,1.8375,i20813,r,m,MPGL0,M,DR2,uw,0.38644615872864,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MRPP0/SX104.riff,1.3825,1.2402,r,m,i32054,M,MRPP0,ah,0.40742920572181,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MRPP0/SI554.riff,4.1025,3.7222,r,m,i31939,M,MRPP0,uw
t00000011712,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWEM0/SA1.riff,1.1411,1.5825,i114966,s,q,MWEM0,M,DR5,uw,0.452606624319483,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/FEXM0/SX111.riff,0.7806,0.4542,s,q,i124024,F,FEXM0,ah,0.306262153338568,DR5,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/FEXM0/SA1.riff,2.2089,1.6892,s,q,i123967,F,FEXM0,uw
t00000014562,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MKLS1/SX375.riff,2.5946,2.8742,i90707,s,m,MKLS1,M,DR3,uw,0.295136544787422,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SI1659.riff,0.4621,0.1356,s,m,i176519,M,MRSO0,ah,0.214334150899413,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SX399.riff,0.76,0.3498,s,m,i176649,M,MRSO0,uw
t00000000011,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/FAKS0/SI2203.riff,2.5231,2.8612,i42931,f,l,FAKS0,F,DR1,uw,0.34458695439416,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh,0.345732925875414,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw
t00000000012,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/FSAH0/SI1874.riff,1.8525,2.1932,i169387,f,l,FSAH0,F,DR1,uw,0.384810980135532,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh,0.407105326821413,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw
t00000000015,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MMJR0/SI2166.riff,1.857,2.2325,i11783,f,l,MMJR0,M,DR3,uw,0.362302522520796,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh,0.311438771116624,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw
t00000000014,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MJRA0/SI1236.riff,0.8746,1.1436,i142431,f,l,MJRA0,M,DR7,uw,0.331724653453423,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh,0.366574638042587,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw
t00000000013,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MJJJ0/SI533.riff,0.7775,1.0925,i59850,f,l,MJJJ0,M,DR4,uw,0.28444529184931,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh,0.322251722390365,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw
t00000000016,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MTRT0/SI1857.riff,1.6925,1.985,i65224,f,l,MTRT0,M,DR4,uw,0.358660997934134,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh,0.39589453170327,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw
